NID,Resource State,Title,Address,Address ZIP,Addr Additional,Addr City,Addr State,URL,Description,Federal and State Technology (FAST) Partnership Program Awardee,Procurement Technical Assistance Center (PTAC),SBA Regional Innovation Cluster,SBA Growth Accelerator,Small Business Development Center (SBDC),State Contact,Manufacturing Extension Partnership (MEP),POCC,B2S,MBC,POC,POC Title,POC Email,POC Phone,POC Fax
1629495,New Jersey,digitalundivided BIG Incubator,625 Broad St. ,7102,,Newark,New Jersey,https://www.digitalundivided.com/,"Didtechnology, Inc (d.b.a digitalundivided) is a non-profit social startup that serves as a catalyst for Black and Latinx women entrepreneurs. Porgrams offered include: START - a virtual training program for those just getting started on their entrepreneurial journey; BIG - a fast-paced incubator program for high-potential, Black and Latinx women-led startups; and Confident Founders - a best-in-class leadership coaching program for Black and Latinx women entrepreneurs.",No,No,No,Yes,No,No,No,No,No,No,,,talk@digitalundivided.com ,() -,() -
1629497,Hawaii,Blue Startups,55 Merchant St.,96813,,Honolulu,Hawaii,https://www.bluestartups.com/,"Blue Startups is an intensive mentor-driven accelerator program. Lean product development and global go-to-market strategies are emphasized throughout the program, and access to its extended international network is encouraged. It was designed to give startup companies every advantage with mentorship, access to business expertise, product testing, peer review, customer acquisition, pitch development, introduction to investors, and seed funding. Blue Startups is focused on recruiting capital efficient and scalable technology companies, including: software; travel tech; and sustainable solutions.",No,No,No,Yes,No,No,No,No,No,No,,,,() -,() -
1629499,Idaho,Trailhead Boise,500 S. 8th St.,83702,,Boise,Idaho,https://trailheadboise.org/,"Trailhead Boise is a Boise-based nonprofit business incubator and startup accelerator and coworking space that provides monthly events available to members and nonmembers depending upon the event or workshop. These events range from presentations by new Startups, to lessons on innovation and entrepreneurship, and panel discussions by investors and technologists. ",No,No,No,Yes,No,No,No,No,No,No,,,info@trailheadboise.org ,(208) 344-5483,() -
1629503,Illinois,University of Illinois at Urbana-Champaign EnterpriseWorks Incubator - AWARE Program (Accelerating Women And underRepresented Entrepreneurs),60 Hazelwood Dr.,61820,,Champaign,Illinois,https://researchpark.illinois.edu/resource/aware/,"The AWARE (Accelerating Women And underRepresented Entrepreneurs) program is a collaboration among the College of Engineering, the Office of Technology Management, and the EnterpriseWorks incubator at the University of Illinois Research Park. The program exists to support entrepreneurship training, counseling, and networking. AWARE offers resources and an enhanced infrastructure that make the current entrepreneurial ecosystem more accessible to all. Those resources include: a dedicated entrepreneur-in-residence familiar with the needs of those from underrepresented groups; small proof-of-concept grants for teams; targeted mentorship, training, and networking opportunities. The AWARE proof-of-concept award provides funding to potential SBIR/STTR applicants to enable prototype development and accelerate the path toward commercialization. Awardees may receive up to $1,500 in proof-of-concept funds. ",No,No,No,Yes,No,No,No,No,No,No,,,lwbleill@illinois.edu ,(217) 333-8324,() -
1629505,Indiana,"Northeast Indiana Innovation Center, Inc.",3201 Stellhorn Rd.,46815,,Fort Wayne,Indiana,http://www.theniic.org,"The Northeast Indiana Innovation Center (NIIC) offers business incubation and acceleration programs serving entrepreneurs, business owners, and existing businesses who want to launch, expand, or re-invent a company. The NIIC is a dedicated, community-based entrepreneurial resource center.They are a one-stop shop for business growth needs. Services include affiliate venture advisory, business incubation, seed and growth acceleration, professional flex-space coworking, and mentorship. NIIC's Inclusive Entrepreneurship Programs include: SBIR/STTR - increases awareness, evaluates opportunities for good fit, offers individual advice, and assists with proposal writing; the Women's Entrepreneurial Opportunity Center (WEOC) - equips female founders with the tools, resources, and funding opportunities to meet their entrepreneurial goals; and Connected Health Lab - for individuals and companies interested in developing products and businesses around the Health Internet of Things (IoT).",No,No,No,Yes,No,No,No,No,No,No,Karl LaPan,President and CEO,info@niic.net,(260) 407-6442,
1629517,Massachusetts,VentureWell,100 Venture Way,1035,,Hadley,Massachusetts,https://venturewell.org/,"VentureWell's mission is to cultivate inventors, innovators, and entrepreneurs driven to solve the world's biggest challenges and create lasting impact. VentureWell has a suite of programs dedicated to launching early-stage innovators on a path to success including: E-Teams - funding and training for teams of students creating new technology-based ventures; ASPIRE - investment readiness training and support to early-stage science and technology startups; BMEidea and DEBUT - two national competitions for biomedical engineering student entrepreneurs; GIST - training and resources to help entrepreneurs in emerging economies build successful startups; and Xcelerator - training and coaching for innovators of USAID's Saving Lives at Birth and Powering Agriculture and the Gates Foundation's Grand Challenges Explorations grantees working in global health and development. VentureWell's faculty initiatives include faculty grants of up to $30k to support science- and technology-based innovation & entrepreneurship in higher education.",No,No,No,Yes,No,No,No,No,No,No,,,,(413) 587-2172,() -
1629519,Massachusetts,The Capital Networks' Female Founders Cohort,281 Summer St.,2210,2nd Floor,Boston,Massachusetts,https://thecapitalnetwork.org/,"The Capital Network (TCN) is a non-profit organization that provides practical, hands-on education, and personalized mentoring to help early-stage entrepreneurs master the entire funding process and successfully raise seed capital and beyond. TCN has created a wide network of 100+ investors and mentors, partnering with Angel Groups, VC Firms, Accelerators, Community Organizations, Service Providers and Seasoned Entrepreneurs. In collaboration with the investors who fund the area's startups, TCN creates 45+ workshops, roundtables, 1-on-1 mentoring, and bootcamps a year for entrepreneurs. ",No,No,No,Yes,No,No,No,No,No,No,,,team@thecapitalnetwork.org ,(781) 591-0291,() -
1629521,Maryland,LifeBridge Health Accelerator Program,2401 W. Belvedere Ave.,21215,,Baltimore,Maryland,http://www.lifebridgehealth.org/innovation/innovation.aspx,"LifeBridge Health is a forward thinking organization offering the full continuum of care in Baltimore, MD. Its community-centric approach and entrepreneurial culture helps foster a culture of innovation across the health care system. The Innovation Department serves as an entry point and resource for ideas coming from within, as well as engaging with partners outside the health care system. The LifeBridge Health BioIncubator is Maryland's only hospital-based (Sinai Hospital) BioIncubator, and serves emerging biotech and life sciences companies by providing lab and office space, access to research equipment, connection to LifeBridge Health leading physicians and personnel and innovation support, networking opportunities, access to grant-writing and funding support, and more.",No,No,No,Yes,No,No,No,No,No,No,,,innovationandresearch@lifebridgehealth.org ,(410) 601-9183,() -
1629523,Maryland,FÃƒâ€šÃ‚Â³ Tech Accelerator,8737 Brooks Dr.,21601,Suite 101,Easton,Maryland,https://f3tech.org,"F' Tech (Farm-Fish-Food) is a proof-of-concept and commercialization initiative that is creating a renaissance of economic growth and prosperity through innovation and technology that is built upon Maryland's traditional industries of agriculture and seafood. The F' Tech accelerator program enables solutions through the development of new products and services in response to market-driven problems and challenges. This is accomplished through a series of stages that guides entrepreneurs from idea through commercialization. The framework of F' Tech is based upon three activities which are intended to feed or pipeline entrepreneurs and innovators into subsequent stages: Stage 1 ' Incubator Stage (Challenge Events), Stage 2 ' Hatchery Stage (Pre-Accelerator), and Stage 3 ' Nursery Stage (Accelerator). The Eastern Shore Entrepreneurship Center is the lead organization administering the F' Tech Accelerator Program.",No,No,No,Yes,No,No,No,No,No,No,,,info@f3tech.org ,(410) 770-9330,() -
1629525,Maryland,Mtech Ventures,4467 Technology Dr.,20742,,College Park,Maryland,http://mtech.umd.edu/ventures,"Mtech Ventures is a University of Maryland incubator for technology-based innovations commercialized at the university. It helps early-stage startups survive the critical period in their development between conducting customer discovery and raising their first round of venture capital. The Mtech Ventures facility offers affordable space and hands-on mentoring for early stage companies. Companies involved in the program also benefit from the extensive facilities and services available from the University System of Maryland. One of its programs is the Chesapeake Bay Seed Capital Fund, which invests in companies with innovative solutions that can help improve air and water quality in the Chesapeake Bay watershed. Investments are jointly selected by investment staff at the Maryland Technology Enterprise Institute (Mtech) and technical staff at the Maryland Department of Natural Resources (DNR). Industries of interest include: agritech; aquatech; renewable energy; stormwater solutions; air emissions; natural filters; electric vehicles; batteries/fuel cells; and more.",No,No,No,Yes,No,No,No,No,No,No,,,,(301) 314-7805,() -
1629527,Michigan,TechTown Detroit,440 Burroughs St.,48202,,Detroit,Michigan,https://techtowndetroit.org/,"TechTown Detroit is an incubator and accelerator that helps tech startups and local businesses launch and grow. Businesses are supported with coworking and office space, meeting space, and event space. TechTown Detroit also connects entrepreneurs to resources, and learning and networking events in Detroit. TechTown Detroit's Tech Startup Programs can help with proof of concept, incubation, and commercialization services.",No,No,No,Yes,No,No,No,No,No,No,,,info@techtowndetroit.org ,(313) 879-5250,() -
1629529,Michigan,WMed Innovation Center,4717 Campus Dr.,49008,,Kalamazoo,Michigan,https://med.wmich.edu/node/373,"The WMed Innovation Center is a purpose-built incubator and accelerator created to support life science, technology, and engineering ventures of all kinds, from the earliest startups to maturing companies. Through regular interaction with Innovation Center management, clients receive business mentoring and guidance, as well as access to numerous state, local, and university resources to advance their business and technology. The incubator and co-working space provides subsidized, low-cost laboratory, office and conference space, high quality scientific equipment and expertise, and a wide range of support services.",No,No,No,Yes,No,No,No,No,No,No,,,wmedic@med.wmich.edu ,(269) 353-1823,() -
1629533,Missouri,IT Entrepreneur Network (ITEN),911 Washington Ave.,63101,Suite 722,St. Louis,Missouri,http://www.itenstl.org,"IT Entrepreneur Network (ITEN) is a non-profit corporation that serves as the catalyst of the regional IT ecosystem. ITEN provides programs, events, and access to resources that accelerate tech venture success. ITEN's programs form a venture roadmap from concept through design, prototype, launch, revenue, funding and rapid scaling. Guidance from serial entrepreneurs, subject matter experts and important community influencers helps entrepreneurs focus on essential critical tasks and avoid wasted efforts. Access to investors, key service providers and qualified talent means lower barriers to rapid growth. Designed by entrepreneurs for entrepreneurs, requiring neither payment nor equity, ITEN is a unique community asset and a proven route to venture success. ITEN's free Startup Support includes its Investor Readiness Program to prepare ventures for consideration by sophisticated investors. ITEN's Corporate Innovation Program (CIP) facilitates curated connections between corporations and entrepreneurs who collaborate to identify, validate, and explore new innovation, and includes an annual startup showcase, an annual forum, and innovation exhange.",No,No,No,Yes,No,No,No,No,No,No,,,,() -,() -
1629541,North Carolina,SBIR Land,4242 Six Forks Rd.,27609,Suite 900,Raleigh,North Carolina,https://sbirland.com/,"Designed to be a one-stop shop for all things SBIR, SBIR Land, powered by Eva Garland Consulting, LLC (EGC), assists scientists and entrepreneurs in securing and managing resources to accelerate development of their innovative technologies. Eva Garland Consulting's team of scientific consultants specialize in identifying and securing resources to support scientific advancement. They provide customized strategies for obtaining non-dilutive SBIR/STTR grant funding through participating federal agencies including NIH, DoD, NSF, as well as other government and private funding sources. In addition to expertise in grant proposal preparation, scientific consultants assist clients in evaluating scientific plans of work, forming collaborations with academic and industry partners, reviewing regulatory documents, and preparing manuscripts.",No,No,No,Yes,No,No,No,No,No,No,,,sbirland@evagarland.com ,(919) 825-1600,() -
1629543,Nebraska,Invest Nebraska Corporation,801 R St.,68508,Suite 1,Lincoln,Nebraska,https://www.investnebraska.com/,"Invest Nebraska is a non-profit venture development organization that advises and invests in high growth companies and early stage business ideas in Nebraska. They support and encourage angel investment and entrepreneurship in all areas of Nebraska, and provide networking opportunities for investors, entrepreneurs, and service providers from all corners of the state.",No,No,No,Yes,No,No,No,No,No,No,,,,(402) 742-7680,() -
1629545,New Hampshire,TREAT - Center for the Translation of Rehabilitation Engineering Advances in Technology,10 Water St.,3766,Suite 410,Lebanon,New Hampshire,https://www.treatcenter.org/,"The Center for the Translation of Rehabilitation Engineering Advances and Technology (TREAT) is a collaborative consortium that provides education, expert consultation, and direct assistance to accelerate commercialization of rehabilitation and assistive technologies. The collective expertise of the TREAT team, member organizations, and collaborating institutions is leveraged to provide early stage product evaluation, technology assessment, prototype development, commercialization planning and execution, and to develop and foster a pragmatic approach to conducting comparative effectiveness clinical trials.",No,No,No,Yes,No,No,No,No,No,No,,,info@treatcenter.org ,(603) 448-2367,() -
1629547,New Mexico,Global Center for Cultural Entrepreneurship (dba Creative Startups),1312 Basehart Dr. SE,87501,,Albuquerque,New Mexico,https://www.creativestartups.org/locations/albuquerque,"Creative Startups is a creative technology accelerator with strategic initiatives to develop the broader entrepreneur ecosystem via pre-accelerator programs, workshops, training, and seminars. The accelerator program is uniquely suited to startups scaling not just in their region, but across the world. An intensive 8-week course includes both online course work/mentorship and an on-site Deep Dive Week with Demo Day and investor pitching, driving entrepreneurs to uncover the value in their own market instead of moving to a new region. The 2020 Creative Tech Accelerator program supports highly innovative tech companies looking to explore the technological and commercialization potential of their creative idea prior to applying for an SBIR/STTR Grant (in either Phase I or II). During this rigorous program participants will refine their knowledge and skills relating to a variety of key SBIR/STTR concepts in preparation for submitting their applications.",No,No,No,Yes,No,No,No,No,No,No,,,info@creativestartups.org ,(505) 263-5180,() -
1629549,New Mexico,Sprints at Arrowhead Center of New Mexico State University,3655 Research Dr.,88003,,Las Cruces,New Mexico,https://arrowheadcenter.nmsu.edu/program/sprints/,"Arrowhead Accelerators (Sprints) include four accelerators that support technology-based and export-base companies through education, mentorship, and financing in a virtual, cohort-based setting. All Sprints ventures complete 30 customer interviews, receive National Science Foundation I-Corps lineage (an opportunity to secure a $50,000 grant), Arrowhead Innovation Fund (seed-stage investment) eligibility and are provided post-Sprints support through Arrowhead's alumni program, Arrowhead Ventures.",No,No,No,Yes,No,No,No,No,No,No,,,kmorehea@ad.nmsu.edu ,(575) 646-6120,() -
1629553,New York,NextCorps,260 E. Main St.,14604,Suite 6000,Rochester,New York,https://nextcorps.org,"NextCorps is a nonprofit catalyst for entrepreneurship and innovation-based economic development in the Rochester area and the Finger Lakes Region of Upstate New York. NextCorps provides a suite of services, including technology commercialization for very-early-stage opportunities, business incubation for high-growth-potential startups, and growth services for existing manufacturing companies seeking to improve their top- and bottom-line performance. Programs offered include: Luminate - an accelerator for photonics, optics, and imaging; Hardware Scaleup - helps entrepreneurs develop a comprehensive roadmap for scaling their clean energy prototype product into a design that's easy to manufacture and mass produce; FabLab - features 3-D printers, a 3-D scanner, a laser cutter, computer workstations, and a large assortment of hand tools to provide a convenient way to produce early-stage prototypes; and others.",No,No,No,Yes,No,No,No,No,No,No,,,info@nextcorps.org ,(585) 214-2400,() -
1629557,Oregon,Oregon Technology Business Center,3800 SW Cedar Hills Blvd,97005,Suite 260,Beaverton,Oregon,https://otbc.org/,"The Oregon Technology Business Center (OTBC) is a non-profit incubator that helps entrepreneurs identify and attain their goals at whatever stage they are at, whether it's validating a market, developing a strategy, developing and executing on a funding plan, or dealing with the challenges of managing and growing a start-up. To do that, OTBC provides mentoring, flexible office space, workshops, networking, and more.",No,No,No,Yes,No,No,No,No,No,No,,,,(971) 223-4660,() -
1629559,Oregon,"Tech Alliance of Central Oregons, DBA BendTECH",1001 SW Emkay Dr.,97702,Suite 100,Bend,Oregon,https://bendtech.com/sbir/,"BendTECH (Bend Technology Entrepreneurial and Coworking Hub) is a non-profit co-working and startup accelerator dedicated to the promotion and support of tech-enabled companies and business professionals in the Bend, Oregon area. Along with co-working space, BendTECH creates opportunities for members of Bend's vibrant startup community to connect through hackathons, regular mini-pitchfests, resource fairs, and its annual unConference.
BendTECH is working towards increasing the pipeline of local businesses applying for and winning federal funding- specifically Small Business Innovation Research Grants and Small Business Technology Transfer Grants (SBIR/STTRs). BendTECH helps small businesses by providing links to external resources that can aid in the process of learning about these programs and funding opportunities. BendTECH also offers 1-on-1 advising for those who are in the application process or who are seeking additional information regarding federal funding. SBIR/STTR workshops and events are held periodically to help in all stages of the funding process. BendTECH also provides connections to subject matter experts who can be a part of the applicant's team working on submitting an SBIR, or can connect the applicant to a team requiring expertise that you can offer (software, IT, marketing, grant writing, etc).
",No,No,No,Yes,No,No,No,No,No,No,,,info@bendtech.com ,(541) 241-2025,() -
1629561,Pennsylvania,Innovation Works,Two Allegheny Center,15212,Suite 100,Pittsburgh,Pennsylvania,https://www.innovationworks.org/,"Innovation Works is a seed stage investor in the Southwestern Pennsylvania region dedicated to serving growth-focused tech entrepreneurs throughout the Pittsburgh region. Its mission is to introduce, connect, support and expand the startup and entrepreneurial ecosystem within Southwestern Pennsylvania, making the region a center for innovative startups and tech investors. Innovation Works supports tech entrepreneurs through each stage of their idea ' helping them build their startup from scratch, find the resources to grow their company, and find the funding they need to keep their idea moving forward.

Innovation Works accelerator programs include: AlphaLab ' a software accelerator immersive program with funding for early stage tech companies; and AlphaLab Gear ' a hardware accelerator that provides guidance through a network of on-site technical experts, investors, and customers, and opportunities for seed and follow-on funding. 

Innovation Works, located in Pittsburgh, the center of hardware and robotics, is the Ben Franklin Technology Partner of Southwestern PA, and is supported by the Department of Community and Economic Development.

&nbsp;
",No,No,No,Yes,No,No,No,No,No,No,,,,(412) 681-1520,() -
1629563,Puerto Rico,Parallel18,1250 Avenida Juan Ponce de LeÃ³n,907,,San Juan,Puerto Rico,https://www.parallel18.com/,"Parallel18 is a global accelerator program that offers Puerto Rican and international entrepreneurs access to high-quality business training, mentors, business contacts, and investors to help startups scale from Puerto Rico. It provides equity free funding, office space, and support in an effort to jump-start the island as an innovation hub. The program is part of the Puerto Rico Science, Technology and Research Trust, a private non-profit organization that promotes the investment and financing of science and technology research and development in the region.",No,No,No,Yes,No,No,No,No,No,No,,,cobi@parallel18.com ,() -,() -
1629569,Texas,Health Wildcatters,1910 Pacific Ave,75201,Suite 2000,Dallas,Texas,https://www.healthwildcatters.com,"Health Wildcatters provides investment and key resources to support healthcare entrepreneurs. The 8 to 12 startups that participate In the  three-month Health Wildcatters annual accelerator program receive an investment from Health Wildcatters, and many in-kind perks. During the accelerator, startups are connected to a mentor network who in turn provide advice and counsel, as well as open up their own personal networks to propel small businesses forward.",No,No,No,Yes,No,No,No,No,No,No,,,Info@HealthWildcatters.com ,() -,() -
1629575,Vermont,Black River Innovation Campus (BRIC),60 Park St.,5156,,Springfield,Vermont,https://bricvt.org/,"Springfield Regional Development Corporation (SRDC) and the Center on Rural Innovation (CORI) have partnered with other local, state, and national organizations to catalyze Springfield's transformation to a digital economy with the launch of The Black River Innovation Campus (BRIC). Leveraging the fastest internet speeds in the country (10 gigabit), the BRIC's aim is to educate and train people in digital skills, employ them in digital economy jobs, and empower them to launch the startups that will continue to drive Springfield's digital economy. One of BRIC's three areas of focus, the Entrepreneurship Center drives the creation of new technology businesses on the Campus. The center provides resources ' funding, mentorship, and training ' to empower entrepreneurs, and anchor the businesses they launch in the region. Uniquely, the center will provide housing and funding for selected entrepreneurs to spend a full year bringing their start up to fruition. The startups will receive training, connections to other innovation resources from around the country, including those at Dartmouth College, and mentorship, and support.",No,No,No,Yes,No,No,No,No,No,No,,,innovate@bricvt.org ,(802) 546-1940,() -
1629577,Washington,Life Science Washington Institute,188 E. Blaine St.,98102,Suite 150,Seattle,Washington,https://www.lifesciencewa.org/,"Life Science Washington is an independent, non-profit trade association whose mission is to stimulate life science innovation, job creation and ecosystem vibrancy across Washington state through engagement, collaboration, promotion, and advocacy. Serving more than 500 members, Life Science Washington brings together research institutions, investors and innovators to grow the state's life science economy. ",No,No,No,Yes,No,No,No,No,No,No,,,lifesciencewa@lifesciencewa.org ,(206) 456-9561,() -
1629579,Wisconsin,gener8tor,821 E Washington Ave.,53703,Suite 200-G,Madison,Wisconsin,http://gener8tor.com,"gener8tor is an accelerator that invests in high-growth startups, including software, IT, web, SaaS, life science, medtech, e-commerce and hardware. For each cohort, accepted startups receive $100K and 12 weeks of mentorship-driven programming. gener8tor supports the growth of these startups through its network of experienced mentors, technologists, corporate partners, angel investors, and venture capitalists.",No,No,No,Yes,No,No,No,No,No,No,,,info@gener8tor.com ,(414) 502-8880,() -
1647765,Florida,North Florida Innovation Labs at Innovation Park of Tallahassee,2051 E. Paul Dirac Dr.,32310,Suite 100,Tallahassee,Florida,http://innovation-park.com/nfil/,"North Florida Innovation Labs (NFIL), a non-profit organization at Innovation Park of Tallahassee, is North Florida's technology incubator serving hard science, high impact companies in the region. Its mission is to accelerate the development of technology companies through an array of business support services to produce successful firms that graduate the program financially viable and self-sufficient. The technology incubator is strategically sited at Innovation Park of Tallahassee, a research park with high technology resources available to the region. NFIL's focus is on non-dilutive capital sources. Specialized assistance is provided for federal Small Business Innovative/TechTransfer Research grants (SBIR/STTR). NFIL is developing a new SBIR/STTR Accelerator Program that will provide assistance to science, technology, and engineering entrepreneurs within Leon County through a 4-week (16-hour) accelerator and mentorship program. Innovation Park is where universities, private companies and governmental entities can conduct research and development to develop new knowledge, advance technology, and enhance the economic growth of Tallahassee, Leon County, as well as the state of Florida. The Leon County Research and Development Authority (LCRDA) oversees Innovation Park, and works in partnership with the higher education institutions of Florida State University, Florida A&M University, and Tallahassee Community College, as well as with government and private sector representatives. Innovation Park offers several programs for entrepreneurs. The TechTopics Series is a free program that involves the periodic gathering of community members interested in learning about researchers and their research,  technology, resources, commercialization, and entrepreneurship. The TechGrant Program offers up to $15,000 per grant designed to support the development of innovative technology into commercial products or services. The Technical Entrepreneurial Excellence Program provides valuable advice to early-stage start-up businesses and entrepreneurs as they navigate through the vulnerable stages of business development like funding and prototype development. In addition, Innovation Park is collaborating with Domi Station to better assist high-tech entrepreneurs in pursuing technology commercialization. Innovation Park is the lead on SBIR/STTR program assistance, offering workshops throughout the year on SBIR/STTR funding to help local companies gain insight and advice in order to increase their chance of finding funding opportunities and submitting successful proposals.",No,No,No,No,No,Yes,No,No,No,No,,,LCRDA@inn-park.com ,(850) 575-0343,() -
1653531,Nevada,University of Nevada: Sierra Accelerator for Growth and Entrepreneurship (SAGE),1664 N Virginia St.,89557,Ross Hall 106,Reno,Nevada,https://sierraaccelerator.org/,"Sierra Accelerator for Growth & Entrepreneurship (SAGE) creates opportunity for tech entrepreneurs in Northern Nevada, providing expertise to help companies secure funding from the U.S.Small Business Innovation Research (SBIR) and the Small Business Technology Transfer Research (STTR) grant programs. SAGE is a public-private partnership of The University of Nevada, Reno Office of Enterprise & Innovation (E&I), and Apio Innovation Transfer (APIOiX), a global innovation ecosystem development firm. SAGE provides onsite training programs, webinars, and one-on-one assistance. SAGE works with inventors, innovators and entrepreneurs to: determine if an idea or business qualifies for the SBIR-STTR program; find appropriate and available SBIR-STTR research grant opportunities; navigate the complex world of the government grant process, and help write the best possible proposal.",No,No,No,No,No,Yes,No,No,No,No,Ellen Purpus,SAGE Director,epurpus@unr.edu ,(775) 784-4421,
1653533,West Virginia,TechConnect West Virginia,1740 Union Carbide Dr.,25303,Room 4203,South Charleston,West Virginia,https://techconnectwv.org/,"TechConnectWV is a non-profit coalition committed to the advancement of the innovation economy in West Virginia, focused on four technology sectors: advanced energy, chemicals and advanced materials, biosciences, and biometrics. With broad representation from private industry, the public sector, and higher education, TechConnectWV seeks to diversify the state's economy, promote economic prosperity and create high-paying jobs.
&nbsp;",Yes,No,No,No,No,No,No,No,No,No,Anne Barth,Executive Director,info@techconnectwv.com,(304) 444-2918,() -
1658559,Montana,Montana Technology Enterprise Center (MonTEC) - Montana Bioscience Cluster Initiative,1121 E Broadway St.,59802,,Missoula,Montana,http://www.montanaenterprisecenter.com/,"MonTEC is a high-growth, technology focused business incubator that is building a community of high growth enterprises on the Clark Fork River by connecting people, and linking them with support services to help get their venture on the right track.  In 2019, MonTEC, was awarded a regional innovation cluster development contract to promote bioscience startups in the state. The Montana Bioscience Cluster Initiative partners MonTEC, the University of Montana, the Montana Bioscience Alliance, and other stakeholders to provide technical assistance to Montana's bioscience entrepreneurs.",No,No,Yes,No,No,No,No,No,No,No,,,Info@SterlingCMG.com ,(406) 290-9800,() -
1658563,Montana,Montana Bioscience Alliance,1500 University Dr.,59101,Apsaruke Hall #111,Billings,Montana,https://www.montanabio.org/,"The Montana Bioscience Alliance serves as a hub for Montana's biotechnology companies, entrepreneurs, laboratories, hospitals, clinics and universities to commercialize, grow and sustain globally competitive bioscience companies ' ultimately to create high-quality jobs and economic opportunity in Montana.",No,No,Yes,No,No,No,No,No,No,No,,,info@montanabio.org ,(406) 896-5876,() -
1658565,Montana,Montana Photonics Industry Alliance,2015 Charlotte St.,59718,Suite 1,Bozeman,Montana,https://www.montanaphotonics.org/,"The Montana Photonics Industry Alliance'serves as a hub for Montana's optics and photonics companies, entrepreneurs, laboratories, and universities to commercialize, grow and sustain globally leading organizations that create high quality jobs and economic opportunity in Montana.",No,No,No,No,No,Yes,No,No,No,No,,,,(406) 548-6662,() -
1658567,Montana,Prospect Montana - Montana State University,2310 University Way,59715,Bldg.2-2,Bozeman,Montana,https://www.eda.gov/oie/ris/i6/2019/awardees/mt-state-university.htm,"Montana State University (MSU)-Bozeman is leading Prospect Montana, an initiative designed to promote high-tech economic development statewide by creating a powerful ecosystem in which technology innovation and startups can flourish in Montana. The project will increase the volume of patents and technologies advanced by the MSU Technology Development Fund, as well as increase the number of companies engaging with Early Stage Montana and Next Frontier Capital.",No,No,No,No,No,Yes,No,No,No,No,,,,(406) 994-7868,() -
1658571,Montana,406 Labs at Montana State University,251 A&B Strand Union Bldg.,59717,,Bozeman,Montana,https://www.montana.edu/launchpad/406labs.html,"406 Labs, hosted at Montana State University, is Montana's first technology and high tech manufacturing accelerator program. Its industry focus is on the clusters already thriving in Bozeman: Outdoor Technology, Photonics, Biotech, and SaaS. 406 Labs is a member of the Global Accelerator Network (GAN) that includes presence from some of the world's top accelerators. Its curriculum focus is modeled after the MITx Global Entrepreneurship Bootcamp and ventures participate in our 90-day extensive program with a focus on market research, product development, mentorship, and resource access.",No,No,No,No,No,Yes,No,No,No,No,,,info@msulaunchpad.org ,(406) 994-4383,() -
1658573,Montana,Early Stage Montana HyperAccelerator,P.O. Box 4781,59772,,Bozeman,Montana,https://www.earlystagemt.org/,"Early Stage Montana is a non-profit organization with a mission to accelerate the growth of emerging technology businesses in Montana by working to connect entrepreneurs in the tech industry with mentorship and investment. Opportunities are created for early stage technology companies to present their business to prospective investors, partners, and mentors through Regional and Statewide Showcases. The Early Stage MT HyperAccelerator is an incubator program that offers free mentorship to Montana-based tech business entrepreneurs seeking assistance. Companies can learn more and apply'on the Early Stage Montana website.",No,No,No,No,No,Yes,No,No,No,No,,,info@earlystagemt.org ,() -,() -
1658575,Montana,C2M Beta,259 B W. Front St. ,59802,,Missoula,Montana,https://www.c2mbeta.com/,"C2M Beta is a technology accelerator partnering with startups and innovative corporations to create impact in the Rocky Mountain region. C2M Beta is part of the GAN Launch Program, a curated community of accelerators, partners, and investors. Opportunities are created for startups to access the human and financial capital they need to create and grow their businesses. ",No,No,No,No,No,Yes,No,No,No,No,,,,(866) 541-5000,() -
1702849,Alabama,The Catalyst Center for Business & Entrepreneurship,515 Sparkman Dr.,35816,,Huntsville,Alabama,https://catalystcenter.org/,"Formerly known as the Women's Business Center of North Alabama (WBCNA), The Catalyst Center for Business & Entrepreneurship serves entrepreneurs and small business owners in every stage of business.  Through quality programming, personalized one-on-one coaching, and networking opportunities that build valuable business relationships, they provide the tools needed for start-ups and established businesses to successfully navigate their business journeys. Services include those targeted to startups and entrepreneurs, veterans, women, innovation & technology businesses, established businesses, and government contractors.",No,No,No,No,No,Yes,No,No,No,No,,,info@catalystcenter.org ,(256) 428-8190,() -
1702851,Alabama,BIOAlabama,PO Box 13906,35202,Â ,Birmingham,Alabama,https://www.bioalabama.com/,"BioAlabama is a statewide non-profit organization representing bio-related industries, research scientists, clinicians and business professionals - all working together to foster, develop and support life sciences in Alabama. BioAlabama's events, programs, and member benefits are designed to enhance progress the life sciences industry. BioAlabama is the state affiliate of the Biotechnology Innovation Organization (BIO), the national association for biotechnology companies.",No,No,No,No,No,Yes,No,No,No,No,,,administrator@bioalabama.com  ,() -,() -
